latitude,longitude,elevation,speed_measured,timestamp,discipline_from_name,tf_id
46.4993098,8.3024498,1355.277,26.6,20240127T120255200000,XC,11783
46.4993092,8.3024599,1355.41,27.5,20240127T120255300000,XC,11783
46.4993082,8.3024689,1355.47,26.2,20240127T120255400000,XC,11783
46.4993082,8.3024779,1355.511,25.9,20240127T120255500000,XC,11783
46.4993077,8.302488,1355.473,27.6,20240127T120255600000,XC,11783
46.4993067,8.3024981,1355.358,28.4,20240127T120255700000,XC,11783
46.499306,8.3025083,1355.217,28.8,20240127T120255800000,XC,11783
46.4993054,8.3025184,1355.149,28.5,20240127T120255900000,XC,11783
46.4993041,8.3025283,1355.116,28.0,20240127T120256000000,XC,11783
46.4993023,8.302538,1355.209,27.4,20240127T120256100000,XC,11783
46.4993007,8.3025473,1355.307,26.7,20240127T120256200000,XC,11783
46.4992991,8.3025564,1355.33,26.2,20240127T120256300000,XC,11783
46.4992975,8.3025665,1355.355,28.0,20240127T120256400000,XC,11783
46.4992961,8.3025768,1355.314,29.0,20240127T120256500000,XC,11783
46.4992953,8.3025867,1355.204,28.6,20240127T120256600000,XC,11783
46.4992951,8.3025969,1355.153,28.6,20240127T120256700000,XC,11783
46.4992946,8.3026073,1355.133,29.0,20240127T120256800000,XC,11783
46.4992947,8.3026168,1355.173,27.7,20240127T120256900000,XC,11783
46.4992951,8.3026271,1355.279,28.2,20240127T120257000000,XC,11783
46.4992953,8.3026367,1355.387,27.3,20240127T120257100000,XC,11783
46.4992952,8.3026462,1355.326,27.0,20240127T120257200000,XC,11783
46.4992956,8.3026566,1355.376,28.2,20240127T120257300000,XC,11783
46.4992956,8.302667,1355.251,28.9,20240127T120257400000,XC,11783
46.4992964,8.3026772,1355.193,29.0,20240127T120257500000,XC,11783
46.4992963,8.3026876,1355.14,29.0,20240127T120257600000,XC,11783
46.4992955,8.3026981,1355.201,28.8,20240127T120257700000,XC,11783
46.4992946,8.3027079,1355.246,27.6,20240127T120257800000,XC,11783
46.4992936,8.3027176,1355.278,27.4,20240127T120257900000,XC,11783
46.499293,8.3027273,1355.282,27.3,20240127T120258000000,XC,11783
46.4992936,8.3027378,1355.325,28.9,20240127T120258100000,XC,11783
46.4992935,8.3027486,1355.264,29.6,20240127T120258200000,XC,11783
